"","U7 NRO","U6 NRO","U5 NRO","U4 NRO","T7 NRO","T6 NRO","T5 NRO","T4 NRO","T4 Total","T5 Total","T6 Total","T7 Total","U4 Total","U5 Total","U6 Total","U7 Total"
"3529701",8.675691442488,8.74868215459645,8.54155894418922,8.81815962019158,9.4077820620547,9.70369032822059,9.50545235984927,9.68842978237797,9.52602338340944,9.47274759582826,9.59869871041593,9.57181355647981,8.89960829751911,7.98281443327997,8.43068748464561,8.37534495611678
"2456805",6.8466248978334,6.8324238336539,6.54000370778095,6.01444514639051,6.0266392429788,6.12646312688355,6.06434590665222,6.13373488172041,7.28384268940786,7.21563854109314,7.53103181012718,7.44359708558185,7.34191665938436,7.17831577336214,8.20948758398104,7.93333101748434
"3847959",7.54831603710342,7.46153561875228,7.16745031000075,7.15483836413457,6.27378746997482,6.5314995343959,6.39353966221345,6.40400955365554,7.19780107882942,7.31902265308813,7.24215639373582,7.15475429857638,7.89438328070718,8.12751384689985,7.96753074525677,8.10638482261703
"4001369",5.54177222331591,5.57081799528893,5.51800870332523,5.09023527722986,4.15630968632531,4.16483060440135,4.10455141554516,4.00595854327546,4.19833960668292,3.7930811961076,4.33453790111916,4.21601552825719,5.59784054752557,5.23568919064573,6.51583410672409,5.83859418866498
"2351632",7.39054938510034,7.2441676114388,7.12765206767189,6.90533920023291,8.10056847531635,8.3115681740112,8.12070123366398,8.44161745514151,9.04073574834511,8.91100433699152,9.24930426043037,9.18308111588333,8.51076908710086,7.74337176885043,8.50817144448555,8.56698982846622
"2788143",5.67548003738809,6.11944274151445,5.59900878728953,4.38862485154064,5.09728215591971,5.61691524792527,4.89033618785765,5.29294370687111,7.476490028678,7.17354577728344,8.12405966146713,7.665783343067,7.77622416521373,6.23207536976274,8.40947761570137,8.36782878811282
"3154317",5.87258107738963,5.6698343036841,5.96624444921426,6.35300107334416,6.90491280251874,6.56815145489511,6.78405915936717,6.68867353961885,7.20978483165719,7.22396001255025,6.97153688097438,6.9267210334248,6.01820850214495,6.06946981547332,5.67757673125948,5.72388141789343
"3747812",7.7403332292339,8.02912713098259,7.85414678601006,7.42348059962704,6.35076414112788,6.24686362827161,6.32394683333342,5.96838425985117,6.38409423122563,6.58664886176463,6.34106655971862,6.28993650379106,8.15460776068616,8.43520869433604,8.33428869398213,8.06804990909917
"3776139",6.36148200200745,6.40707823245154,6.08003250470408,5.86529570224287,4.80952288311355,5.30487607399177,5.05498370066446,5.62985363838141,6.63352713990929,6.09560299797139,6.89118064590143,6.88837345892859,7.73496661543096,6.81953638189971,8.0725668147573,7.76467736022253
"2803329",8.47710101810433,8.47327104543984,8.23915644760609,8.55801843592242,9.762892811969,9.85124354600505,9.68101204942808,9.6884730748856,9.33815473865857,9.30415766583042,9.11802949965172,9.25014464721086,8.24151698442906,7.92648958028904,7.70227657533251,7.76534483811485
"3556924",9.95652216907509,10.0059051658871,9.87744602169003,9.41800809446372,7.43775003903597,7.70383081603115,7.5981700307239,7.73674323796181,7.89353092177814,7.85859939498501,8.17115290062583,7.98786360388799,9.99263337301048,9.8520640779353,10.2768577439012,10.1253966356344
